num_pipeline__CreditScore,num_pipeline__Gender,num_pipeline__Age,num_pipeline__Tenure,num_pipeline__Balance,num_pipeline__NumOfProducts,num_pipeline__HasCrCard,num_pipeline__IsActiveMember,num_pipeline__EstimatedSalary,cat_pipeline__Geography_Germany,cat_pipeline__Geography_Spain,Exited
0.36,1.0,0.40540540540540543,0.0,0.0,0.0,1.0,0.0,0.4251577270378152,0.0,0.0,0
0.602,1.0,0.22972972972972977,0.1,0.6867001784824678,0.6666666666666667,1.0,1.0,0.14753187744737098,1.0,0.0,1
0.7499999999999999,0.0,0.2837837837837838,0.4,0.6739128920988998,0.3333333333333333,1.0,0.0,0.28790190010811867,0.0,0.0,0
0.2759999999999999,1.0,0.2027027027027027,0.4,0.5872888249705648,0.0,1.0,0.0,0.6179170031044908,1.0,0.0,0
0.628,1.0,0.35135135135135137,0.8,0.5998202674669769,0.0,1.0,1.0,0.5770902387399985,0.0,0.0,1
0.572,1.0,0.24324324324324326,0.1,0.0,0.0,1.0,0.0,0.21532102459055552,0.0,1.0,0
0.674,0.0,0.2837837837837838,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.13384893591934355,0.0,0.0,0
0.5539999999999999,0.0,0.5945945945945947,0.30000000000000004,0.6016519486167818,0.3333333333333333,1.0,1.0,0.7154178476486803,1.0,0.0,0
0.2599999999999999,0.0,0.35135135135135137,1.0,0.5436884793820618,0.0,1.0,0.0,0.02691811080429771,1.0,0.0,1
0.8079999999999999,0.0,0.2837837837837838,0.30000000000000004,0.3141788522857485,0.0,0.0,0.0,0.17177731166864674,0.0,0.0,0
0.876,0.0,0.1891891891891892,0.4,0.47015699980317766,0.0,0.0,0.0,0.4466058728249766,0.0,0.0,0
0.31599999999999995,1.0,0.3108108108108108,0.5,0.0,0.3333333333333333,1.0,1.0,0.47062904672734307,0.0,0.0,0
0.7879999999999999,1.0,0.37837837837837845,0.1,0.0,0.6666666666666667,1.0,1.0,0.8871395317065625,0.0,1.0,1
0.5119999999999999,0.0,0.27027027027027034,0.30000000000000004,0.4190551302257551,0.0,0.0,0.0,0.18490627823120004,1.0,0.0,0
0.33999999999999997,0.0,0.2027027027027027,0.4,0.6556448667036149,0.3333333333333333,1.0,1.0,0.8304665020482915,0.0,0.0,0
0.2779999999999999,0.0,0.27027027027027034,0.2,0.5304139192498132,0.3333333333333333,1.0,1.0,0.41305992229242977,1.0,0.0,0
0.604,0.0,0.16216216216216217,0.2,0.7389922527836603,0.3333333333333333,1.0,1.0,0.7609730089529938,0.0,0.0,0
0.7999999999999999,1.0,0.25675675675675674,0.2,0.4774454673725424,0.0,0.0,0.0,0.4414290533106107,0.0,1.0,0
0.39,0.0,0.24324324324324326,0.8,0.3071096495135904,0.3333333333333333,1.0,0.0,0.4477001659773828,0.0,1.0,1
0.626,1.0,0.3243243243243243,0.1,0.3449369170102668,0.3333333333333333,1.0,0.0,0.35651710726619157,0.0,0.0,0
0.85,1.0,0.2027027027027027,0.1,0.4987554719717757,0.3333333333333333,1.0,1.0,0.13141847956233077,1.0,0.0,0
0.658,1.0,0.08108108108108109,0.6000000000000001,0.4821927788513796,0.3333333333333333,0.0,1.0,0.678719382365437,0.0,0.0,0
0.44800000000000006,1.0,0.13513513513513514,0.7000000000000001,0.0,0.3333333333333333,0.0,0.0,0.9283035134489003,0.0,1.0,0
0.44400000000000006,0.0,0.10810810810810811,0.4,0.4961962360787618,0.3333333333333333,0.0,0.0,0.30182756211045353,1.0,0.0,0
0.5579999999999999,0.0,0.2972972972972973,0.9,0.0,0.0,1.0,0.0,7.46370460978307e-05,0.0,0.0,0
0.7339999999999999,0.0,0.24324324324324326,0.2,0.621097384444054,0.0,1.0,0.0,0.8956292455760416,0.0,0.0,1
0.638,0.0,0.0675675675675676,0.1,0.0,0.3333333333333333,0.0,0.0,0.33014926958996094,0.0,0.0,0
0.928,0.0,0.4189189189189189,0.8,0.0,0.3333333333333333,0.0,0.0,0.7890455927799763,0.0,0.0,0
0.44600000000000006,0.0,0.37837837837837845,0.30000000000000004,0.27379461411493117,0.0,0.0,1.0,0.949956010665894,0.0,1.0,1
0.15599999999999992,1.0,0.1756756756756757,0.2,0.0,0.3333333333333333,1.0,0.0,0.27211346351761695,0.0,0.0,0
0.6880000000000001,0.0,0.25675675675675674,1.0,0.6033681875010591,0.0,0.0,1.0,0.16625732182168618,0.0,0.0,0
0.854,1.0,0.37837837837837845,0.0,0.4503708163295098,0.0,1.0,0.0,0.001978732143699525,1.0,0.0,0
0.596,1.0,0.2837837837837838,0.30000000000000004,0.532477365849124,0.3333333333333333,0.0,1.0,0.2896637245897001,1.0,0.0,0
0.15999999999999992,1.0,0.6486486486486487,0.6000000000000001,0.5679503997607929,0.3333333333333333,1.0,1.0,0.8642305108140425,1.0,0.0,1
0.7179999999999999,0.0,0.1756756756756757,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.35476653837132055,0.0,0.0,0
0.564,1.0,0.4324324324324324,0.5,0.4528734217506987,0.0,1.0,1.0,0.03448506666283809,1.0,0.0,1
0.9500000000000001,0.0,0.25675675675675674,0.6000000000000001,0.49520532866731803,0.0,0.0,1.0,0.26117663502279354,1.0,0.0,0
0.5559999999999999,1.0,0.4324324324324324,0.4,0.6000923873712202,0.0,0.0,1.0,0.5478572289355821,0.0,0.0,1
0.7679999999999999,1.0,0.25675675675675674,0.2,0.5470290479922694,0.0,0.0,0.0,0.17237050610070306,0.0,1.0,0
0.8099999999999999,1.0,0.2027027027027027,0.6000000000000001,0.3798868531562637,0.3333333333333333,1.0,1.0,0.21268526633194385,1.0,0.0,0
0.7000000000000001,0.0,0.37837837837837845,0.5,0.40217224422281095,0.0,1.0,0.0,0.4911500823433711,0.0,0.0,1
0.584,1.0,0.5135135135135136,0.6000000000000001,0.4330966766890017,0.3333333333333333,1.0,0.0,0.7151448121274995,1.0,0.0,1
0.5179999999999999,0.0,0.2972972972972973,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.4868646052468142,0.0,0.0,0
0.9979999999999999,0.0,0.22972972972972977,0.4,0.4649476256227464,0.0,0.0,0.0,0.631953920328355,0.0,0.0,0
0.4919999999999999,1.0,0.2027027027027027,0.1,0.5795722310342033,0.0,1.0,0.0,0.42681580002234104,0.0,0.0,0
0.7559999999999999,1.0,0.25675675675675674,0.4,0.0,0.0,0.0,0.0,0.022249193387137704,0.0,1.0,0
0.89,1.0,0.5135135135135136,0.5,0.0,0.0,1.0,0.0,0.1767224161712666,0.0,1.0,1
0.604,1.0,0.2027027027027027,0.30000000000000004,0.5236536252143358,0.0,1.0,0.0,0.9794126814844547,0.0,1.0,0
0.29599999999999993,0.0,0.22972972972972977,0.2,0.5116378975480096,0.3333333333333333,0.0,1.0,0.9417239246700099,1.0,0.0,0
0.7040000000000001,1.0,0.14864864864864863,0.6000000000000001,0.6259487281970586,0.0,1.0,1.0,0.0477299907809241,0.0,0.0,0
0.814,1.0,0.7162162162162162,0.0,0.3694996920141303,0.3333333333333333,1.0,1.0,0.7716115894124048,0.0,0.0,0
0.33199999999999996,1.0,0.2027027027027027,1.0,0.582446080659578,0.0,1.0,1.0,0.6361404983363492,1.0,0.0,0
0.828,1.0,0.2837837837837838,0.5,0.3399607764767591,0.0,0.0,1.0,0.5488395164940117,0.0,0.0,0
0.572,0.0,0.24324324324324326,0.5,0.4931425532439696,0.3333333333333333,1.0,1.0,0.5576845567297328,0.0,0.0,0
0.7179999999999999,1.0,0.3108108108108108,0.30000000000000004,0.6304886463035235,0.3333333333333333,1.0,0.0,0.3580832846383302,0.0,0.0,0
0.824,1.0,0.21621621621621623,0.8,0.41358231948009366,0.0,0.0,1.0,0.9589686841063562,1.0,0.0,1
0.47999999999999987,1.0,0.35135135135135137,0.30000000000000004,0.5848978445016174,0.0,1.0,0.0,0.3108095703302334,0.0,1.0,0
0.45399999999999985,0.0,0.14864864864864863,0.2,0.0,0.0,1.0,1.0,0.8445825085281079,0.0,1.0,0
0.398,1.0,0.25675675675675674,0.1,0.5479410922281347,0.3333333333333333,1.0,1.0,0.6423597852794234,1.0,0.0,0
0.7000000000000001,1.0,0.10810810810810811,0.2,0.0,0.3333333333333333,0.0,0.0,0.24992239898273505,0.0,0.0,0
0.5299999999999999,0.0,0.2837837837837838,0.4,0.5608811550401371,0.0,1.0,1.0,0.5405733135641876,0.0,0.0,0
0.674,1.0,0.16216216216216217,0.6000000000000001,0.0,0.3333333333333333,0.0,0.0,0.8960205898197571,0.0,0.0,0
0.9699999999999999,0.0,0.36486486486486486,0.30000000000000004,0.4203748299617648,0.0,1.0,0.0,0.7628079697357782,0.0,1.0,0
0.47199999999999986,1.0,0.2027027027027027,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.841265812285928,0.0,1.0,0
0.7139999999999999,0.0,0.22972972972972977,0.2,0.0,0.6666666666666667,1.0,1.0,0.47051629076091916,0.0,0.0,0
0.888,0.0,0.2027027027027027,0.8,0.0,0.3333333333333333,0.0,0.0,0.45646791785102536,0.0,1.0,0
0.4839999999999999,0.0,0.27027027027027034,0.8,0.0,0.3333333333333333,1.0,0.0,0.9021200172705722,0.0,1.0,0
0.9460000000000001,0.0,0.27027027027027034,0.1,0.0,0.3333333333333333,1.0,0.0,0.7829483664216734,0.0,0.0,0
0.9819999999999999,0.0,0.7567567567567568,0.9,0.45359552318921337,0.0,0.0,1.0,0.3038439629510107,0.0,0.0,0
0.7299999999999999,1.0,0.1756756756756757,0.2,0.47071306908800103,0.3333333333333333,1.0,1.0,0.9079955335830939,0.0,0.0,0
0.40800000000000003,1.0,0.40540540540540543,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.3182395582047149,0.0,0.0,0
0.4959999999999999,0.0,0.5540540540540542,0.8,0.4958749525352749,0.3333333333333333,0.0,0.0,0.30065117821230564,1.0,0.0,1
0.574,0.0,0.4189189189189189,0.2,0.453901705273547,0.0,1.0,0.0,0.8451499401728046,1.0,0.0,1
